	Erlotinib	AG1024	Imatinib	Trichostatin A	Etoposide	Fascaplysin	Methotrexate	Bortezomib-batch1	Paclitaxel	PS-1145	SAHA (Vorinostat)	Ixabepilone	Cisplatin	Geldanamycin	API-2(Tricir)	Pemetrexed	Purvalanol A	Rapamycin	Sunitinib Malate	Carboplatin	Docetaxel	Oxaliplatin	Nelfinavir	17-AAG	CPT-11(FD)	Doxorubicin(FD)	Iressa	Baicalein	Sorafenib	Mebendazole	Bortezomib-batch2	Cetuximab	AKT1-2 inhibitor	AZD6244	Lestaurtinib(CEP-701)	NSC663284	Oxamflatin	SB-3CT	TCS PIM-11	VX-680	Gemcitabine	BEZ235	5-FdUR	AS-252424	LBH589	MG-132	Nilotinib	Olomoucine II	PD98059(LC Labs)	TCS2312 dihydrochloride	Sodium Dichloroacetate	Tamoxifen	TPT(FD)	FTase inhibitor I	ICRF-193	PD184352	Rafi IV (L779450)	ZM447439	Disulfiram	AG1478	Vinorelbine	Glycyl H1152	SKI-606(Bosutinib)	XRP44X	NU6102	Epirubicin	ERKi II (FR180304)	Temsirolimus(Torisel)	IKK 16	BIBW2992	TPCA-1	Everolimus	PD173074	Z-Leu-Leu-Norvalinal	4-HC	4-HC+Dox Combo	Doxorubicin	TCS JNK 5a	Valproic acid	Z-Leu-Leu-Leu-al	Methyl Glyoxol	5-FU	Herceptin	QNZ	Bromopyruvate	GM6001	TAPI-0 (IC-1)	GW5074	Chloroquine	Ibandronate sodium salt	Chk2 inhibitor II	GW843682X	Ro 32-0432	DMSO	Sulindac sulfide	LY294002	CI1040	UO126	Celecoxib(Celebrex)	2-deoxy-D-glucose
CAMA1	6.67E-05	3.33E-05	3.04E-05	1.43E-05	3.33E-04	6.70E-07	3.33E-04	4.13E-08	3.33E-05	1.89E-03	1.80E-04	3.40E-09	9.31E-05	1.00E-04	3.33E-05	2.92E-03	1.67E-04	1.67E-04	1.38E-05	7.27E-04	       NA	1.05E-04	1.79E-05	5.08E-05	8.53E-05	6.53E-07	       NA	1.67E-04	2.56E-04	6.67E-05	2.13E-08	6.85E-07	2.52E-05	5.00E-05	1.28E-05	5.81E-06	2.16E-06	1.00E-04	1.33E-04	9.42E-05	7.22E-03	3.33E-05	5.00E-03	6.67E-05	1.17E-07	4.15E-07	2.00E-04	2.57E-05	1.00E-04	5.04E-06	3.33E-06	5.99E-05	7.27E-05	3.33E-05	5.00E-05	6.67E-05	5.00E-05	8.20E-05	3.57E-05	6.34E-05	4.64E-05	3.33E-05	1.00E-04	1.33E-04	3.41E-05	       NA	1.00E-04	       NA	7.31E-06	6.40E-06	1.33E-04	1.46E-06	4.11E-05	1.39E-06	6.77E-05	4.86E-05	4.97E-07	       NA	0.00701	5.03E-07	0.0119	MAX	7.20E-06	      NA	2.21E-07	      NA	      NA	      NA	2.12E-05	0.0003809	6.67E-05	3.33E-05	3.33E-05	3.33E-05	1.33E-04	   NA	      NA	      NA	MAX	MAX
HCC1937	6.67E-05	3.33E-05	4.07E-05	6.72E-05	3.33E-04	1.03E-06	3.33E-04	1.19E-08	3.33E-05	1.89E-03	3.25E-03	6.83E-06	1.42E-05	4.09E-06	3.33E-05	2.92E-03	1.67E-04	1.67E-04	3.73E-05	1.72E-04	       NA	1.18E-04	1.67E-05	1.00E-04	4.89E-05	4.46E-06	3.33E-05	1.67E-04	2.13E-04	6.67E-05	       NA	6.85E-07	3.28E-05	5.00E-05	7.61E-06	3.70E-06	7.14E-06	1.00E-04	1.33E-04	3.33E-05	7.22E-04	3.33E-05	5.00E-03	6.67E-05	1.12E-06	3.28E-07	2.00E-04	1.33E-04	1.00E-04	2.32E-06	3.33E-06	1.67E-04	       NA	3.33E-05	5.00E-05	3.33E-05	1.87E-05	1.00E-04	6.67E-05	9.49E-05	3.16E-05	6.67E-05	1.00E-04	1.33E-04	6.67E-05	1.28E-06	1.00E-04	1.33E-04	3.21E-06	1.19E-05	6.67E-05	6.67E-05	3.33E-05	1.22E-06	2.28E-05	2.33E-05	5.50E-07	1.33E-04	0.00742	1.88E-07	0.001278	MAX	     NA	      NA	       NA	      NA	      NA	3.33E-05	      NA	MAX	      NA	      NA	      NA	      NA	      NA	   NA	      NA	      NA	     NA	     NA
ZR751	6.67E-05	3.33E-05	6.64E-05	6.71E-05	3.33E-04	9.67E-07	3.33E-04	2.40E-07	3.33E-05	1.89E-03	6.07E-03	7.67E-06	3.78E-05	1.00E-04	3.33E-05	2.92E-03	1.67E-04	       NA	2.27E-05	4.83E-04	1.00E-05	5.18E-05	2.64E-05	1.00E-04	7.38E-05	2.83E-05	3.33E-05	1.67E-04	1.85E-04	6.67E-05	4.88E-07	6.85E-07	2.68E-05	5.00E-05	3.33E-05	5.17E-06	2.19E-05	1.67E-04	1.33E-04	5.53E-05	1.45E-04	3.33E-05	5.00E-03	3.33E-05	6.45E-06	3.71E-06	2.00E-04	1.33E-04	5.00E-05	3.33E-05	3.33E-06	1.67E-04	1.09E-04	6.67E-05	5.00E-05	6.67E-05	3.33E-05	3.51E-05	       NA	1.67E-04	2.36E-05	6.67E-05	2.24E-05	1.33E-04	4.71E-05	6.73E-05	1.00E-04	5.83E-05	9.78E-06	1.31E-05	6.67E-05	6.67E-05	3.33E-05	3.10E-06	5.34E-05	4.50E-05	5.50E-07	2.00E-04	0.009169	6.67E-05	      NA	0.007097	     NA	3.33E-05	1.40E-07	3.33E-05	3.33E-05	3.33E-05	1.84E-05	MAX	      NA	      NA	      NA	      NA	      NA	   NA	      NA	      NA	     NA	MAX
ZR75B	6.67E-05	3.33E-05	3.01E-05	3.50E-05	3.33E-04	1.00E-06	3.33E-04	1.67E-04	3.33E-05	1.89E-03	4.04E-04	3.95E-05	2.21E-04	1.00E-04	3.33E-05	2.92E-03	1.67E-04	       NA	       NA	1.22E-03	1.00E-05	1.24E-04	2.82E-05	1.00E-04	8.53E-05	2.10E-06	3.33E-05	1.67E-04	1.00E-03	6.67E-05	       NA	6.85E-07	4.07E-05	5.00E-05	2.06E-05	7.08E-06	4.45E-06	1.00E-04	1.33E-04	3.33E-05	1.45E-04	3.33E-05	5.00E-03	6.67E-05	3.86E-07	2.15E-06	2.00E-04	1.33E-04	1.00E-04	9.31E-06	3.33E-06	       NA	1.51E-05	3.33E-05	5.00E-05	3.33E-05	5.00E-05	       NA	       NA	1.67E-04	1.04E-05	6.67E-05	1.00E-04	1.33E-04	6.67E-05	1.10E-06	1.00E-04	1.33E-04	       NA	7.94E-06	      NA	       NA	       NA	6.67E-05	1.67E-04	1.67E-04	5.50E-07	       NA	0.00823	6.67E-05	0.0148	0.00816	7.20E-06	      NA	       NA	      NA	      NA	      NA	      NA	MAX	      NA	      NA	      NA	      NA	      NA	   NA	      NA	      NA	     NA	     NA
LY2	6.67E-05	3.33E-05	2.79E-05	1.80E-05	3.33E-04	3.08E-08	3.33E-04	2.15E-06	3.33E-05	1.89E-03	5.43E-04	1.90E-08	4.95E-05	1.00E-04	3.33E-05	2.92E-03	      NA	       NA	9.47E-06	3.36E-04	1.00E-05	1.06E-04	2.15E-05	1.00E-04	7.92E-05	9.20E-05	3.33E-05	1.24E-04	       NA	6.67E-05	1.23E-06	6.85E-07	9.93E-06	5.00E-05	1.25E-06	3.06E-06	4.01E-06	1.00E-04	1.33E-04	4.16E-05	7.22E-03	5.07E-06	7.31E-05	3.33E-05	       NA	4.59E-07	2.00E-04	1.29E-05	5.00E-05	1.94E-06	3.33E-06	1.52E-04	5.20E-05	3.33E-05	5.00E-05	3.33E-05	       NA	       NA	1.31E-05	1.67E-04	4.31E-08	6.67E-05	5.03E-06	1.33E-04	3.64E-05	4.59E-05	      NA	5.52E-05	8.98E-06	2.97E-06	6.67E-05	6.67E-05	9.74E-06	7.33E-06	1.18E-04	1.67E-04	5.50E-07	1.76E-06	0.003582	6.67E-05	      NA	0.00215	7.20E-06	      NA	6.23E-07	      NA	      NA	      NA	1.99E-05	0.0006233	      NA	      NA	      NA	3.33E-05	      NA	   NA	      NA	      NA	     NA	MAX
HCC70	6.67E-05	3.33E-05	5.34E-05	3.45E-05	6.70E-05	5.07E-07	3.33E-04	5.94E-09	4.86E-08	1.89E-03	1.66E-04	2.02E-07	3.87E-06	4.89E-06	       NA	2.92E-03	1.67E-04	1.67E-04	1.52E-05	3.07E-05	1.03E-07	1.58E-05	2.61E-05	9.43E-06	3.38E-05	1.11E-05	3.33E-05	1.67E-04	1.29E-04	7.52E-07	2.20E-09	6.85E-07	1.54E-05	5.00E-05	2.45E-06	1.02E-05	2.34E-06	1.67E-04	1.33E-04	8.93E-05	1.45E-04	3.33E-05	5.00E-03	3.33E-05	2.06E-07	1.64E-07	2.00E-04	1.26E-05	5.00E-05	5.79E-07	      NA	1.67E-04	1.97E-06	6.67E-05	5.00E-05	3.33E-05	3.33E-05	5.00E-05	6.67E-05	1.67E-04	2.38E-05	6.67E-05	3.76E-06	1.33E-04	4.26E-05	1.49E-06	1.00E-04	1.31E-04	7.36E-06	6.51E-06	6.67E-05	5.98E-05	3.33E-05	4.47E-07	3.60E-05	2.93E-05	5.50E-07	       NA	0.003381	1.35E-07	0.00165	0.000483	     NA	3.33E-05	       NA	3.33E-05	3.33E-05	3.33E-05	      NA	MAX	      NA	      NA	      NA	      NA	      NA	   NA	      NA	      NA	     NA	     NA
MDAMB468D	6.67E-05	3.33E-05	2.75E-05	4.30E-05	7.74E-06	2.79E-07	3.33E-04	3.83E-08	1.20E-08	1.89E-03	4.78E-04	7.43E-09	       NA	       NA	3.33E-05	2.92E-03	1.67E-04	3.33E-05	2.22E-05	       NA	4.89E-09	       NA	3.33E-05	       NA	       NA	       NA	       NA	1.67E-04	8.66E-05	6.67E-05	1.93E-08	      NA	4.63E-05	5.00E-05	1.01E-05	2.17E-05	3.50E-06	1.00E-04	1.33E-04	3.33E-05	       NA	3.33E-05	5.00E-03	6.67E-05	3.93E-07	5.24E-07	2.00E-04	7.00E-06	1.00E-04	1.27E-06	3.33E-06	       NA	       NA	3.33E-05	5.00E-05	3.33E-05	1.58E-05	1.00E-04	3.28E-06	       NA	       NA	6.67E-05	2.74E-05	1.33E-04	4.81E-05	       NA	1.00E-04	1.33E-04	3.81E-06	2.07E-05	1.33E-04	6.67E-05	3.96E-05	7.21E-07	3.85E-05	4.76E-05	2.92E-07	       NA	0.00509	5.53E-07	0.001465	       NA	     NA	3.33E-05	       NA	3.33E-05	3.33E-05	      NA	      NA	0.000375	      NA	      NA	      NA	3.33E-05	      NA	   NA	      NA	      NA	     NA	     NA
T47DKBLUC	6.67E-05	3.33E-05	5.50E-05	1.42E-05	3.33E-04	6.40E-08	3.33E-04	2.08E-06	3.33E-05	1.89E-03	2.34E-04	3.71E-05	       NA	       NA	       NA	2.92E-03	1.67E-04	3.33E-05	9.86E-06	       NA	1.00E-05	       NA	3.33E-05	       NA	       NA	       NA	       NA	1.67E-04	1.00E-03	6.67E-05	2.41E-08	      NA	6.67E-05	5.00E-05	8.97E-06	7.50E-06	5.91E-06	1.67E-04	1.33E-04	1.00E-04	       NA	3.33E-05	5.00E-03	3.33E-05	3.99E-07	3.20E-07	2.00E-04	       NA	5.00E-05	       NA	3.33E-06	       NA	       NA	6.67E-05	3.33E-05	3.33E-05	       NA	5.00E-05	6.67E-05	       NA	       NA	6.67E-05	3.33E-05	       NA	6.67E-05	       NA	1.00E-04	1.02E-04	6.19E-06	4.57E-06	1.33E-04	6.67E-05	3.39E-05	1.36E-06	1.88E-05	1.24E-05	5.50E-07	2.00E-04	0.00706	5.71E-07	0.00339	       NA	     NA	      NA	6.49E-08	      NA	      NA	      NA	      NA	MAX	      NA	      NA	      NA	      NA	      NA	   NA	      NA	      NA	     NA	     NA
BT20	6.67E-05	3.33E-05	5.12E-05	3.97E-05	2.13E-05	7.97E-07	3.33E-04	6.06E-08	       NA	1.89E-03	1.04E-03	3.43E-08	       NA	       NA	3.33E-05	2.92E-03	1.67E-04	1.67E-04	2.46E-05	       NA	       NA	       NA	1.68E-05	       NA	       NA	       NA	       NA	1.67E-04	2.47E-04	4.89E-05	2.28E-08	6.85E-07	2.99E-05	5.00E-05	9.66E-06	1.09E-05	2.19E-05	1.00E-04	1.33E-04	9.81E-05	       NA	3.33E-05	5.00E-03	4.95E-05	1.45E-06	8.51E-07	2.00E-04	2.73E-05	1.00E-04	6.28E-06	3.33E-06	       NA	       NA	3.33E-05	5.00E-05	6.67E-05	5.00E-05	1.00E-04	3.44E-06	       NA	       NA	6.67E-05	4.94E-06	1.33E-04	       NA	       NA	1.00E-04	1.02E-04	8.30E-06	1.08E-05	1.33E-04	       NA	2.06E-05	9.77E-07	9.53E-05	8.62E-05	5.50E-07	1.33E-04	0.011925	1.67E-07	      NA	       NA	7.20E-06	3.33E-05	       NA	3.33E-05	3.33E-05	      NA	      NA	0.00028	6.67E-05	3.33E-05	3.33E-05	3.33E-05	1.33E-04	   NA	      NA	      NA	     NA	     NA
MDAMB436D	6.67E-05	3.33E-05	8.34E-05	5.00E-03	3.33E-04	1.13E-06	3.33E-04	9.64E-08	       NA	1.89E-03	1.87E-02	3.95E-05	       NA	       NA	3.33E-05	2.92E-03	1.67E-04	       NA	1.58E-05	       NA	       NA	       NA	1.13E-05	       NA	       NA	       NA	       NA	1.67E-04	3.10E-04	6.67E-05	2.47E-08	      NA	2.80E-05	5.00E-05	1.01E-05	1.37E-05	6.67E-05	1.67E-04	1.33E-04	4.91E-05	       NA	3.33E-05	5.00E-03	3.33E-05	3.33E-05	3.65E-07	2.00E-04	1.33E-04	5.00E-05	3.33E-05	3.33E-06	       NA	       NA	6.67E-05	5.00E-05	3.33E-05	3.33E-05	5.00E-05	6.67E-05	       NA	       NA	      NA	5.48E-06	1.33E-04	6.67E-05	       NA	1.00E-04	4.48E-05	8.13E-06	3.09E-05	6.67E-05	       NA	1.95E-05	       NA	       NA	       NA	       NA	       NA	MAX	       NA	0.0037	       NA	     NA	3.33E-05	9.69E-08	3.33E-05	3.33E-05	3.33E-05	3.67E-05	0.000256	      NA	      NA	      NA	3.33E-05	      NA	   NA	      NA	      NA	     NA	MAX
